,index,GA_EventID,DATESTR,DATENUM,TYPE,DEPENDENCE,LON,LAT,DEP,LOCSRC,PREFMW,PREFMWSRC,PREFMS,PREFMSSRC,PREFmb,PREFmbSRC,PREFML,PREFMLSRC,MLREGION,REVML,MX_ORIGML,MX_TYPE,MX_REVML,MX_REVMLTYPE,MX_REVMLSRC,MS2MW,mb2MW,ML2MW,PREFMW.1,PREFMWSRC.1,COMM,MLa_net,MLa01_net,MLa05_net,MLa075_net,MLa_nob,MLa01_nob,MLa05_nob,MLa075_nob,Region,MLa_dmn,MLa_dmx,MLa05_dmn,MLa05_dmx,MLa075_dmn,MLa075_dmx,MLa01_dmn,MLa01_dmx,Catalogue,Event Type,AntelopeID,AntelopeML,SeiscompML
8992,4763.0,ga1984yafmdd,1984-12-06 01:17:37,724982.0539,local,1.0,114.34,-29.43,10.0,MGO,,,,,,,2.5,MGO,WA,2.05,2.5,ML,2.05,REV_ML,REV_ML,,,2.56,2.56,ML2MW,Off Dongara; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
8993,4764.0,ga1984ydelsf,1984-12-07 16:00:23,724983.6669,local,1.0,123.25,-18.63,10.0,MGO,,,,,,,3.2,MGO,WA,2.58,3.2,ML,2.58,REV_ML,REV_ML,,,2.91,2.91,ML2MW,SE of Broome; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
8994,4765.0,,1984-12-08 05:35:11,724984.2328,local,1.0,148.6,-36.37,21.0,CAN,,,,,,,2.7,CAN,SEA,2.71,2.7,ML,2.71,REV_ML,REV_ML,,,3.0,3.0,ML2MW,Island Bend; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
8995,4766.0,ga1984yogkfe,1984-12-13 16:48:13,724989.7002,local,1.0,124.91,-26.25,10.0,MGO,,,,,,,3.2,MGO,WA,3.1,3.2,ML,3.1,REV_ML,REV_ML,,,3.28,3.28,ML2MW,Great Victoria Desert; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
8996,4767.0,ga1984yrlztd,1984-12-15 10:50:32,724991.4518,local,1.0,129.46,-23.55,10.0,MGO,,,,,,,3.0,MGO,WA,2.4,3.0,ML,2.4,REV_ML,REV_ML,,,2.79,2.79,ML2MW,SE of Lake Mackay; NT,,,,,,,,,,,,,,,,,,NSHA18,,,,
8997,4768.0,,1984-12-18 15:13:52,724994.6346,local,0.0,149.24,-34.81,18.0,CAN,,,,,,,2.8,CAN,SEA,2.77,2.8,ML,2.77,REV_ML,REV_ML,,,3.05,3.05,ML2MW,Gunning; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
8998,4769.0,ga1984zfgfro,1984-12-22 22:59:03,724998.9577,local,1.0,124.32,-27.7,10.0,MGO,,,,,,,2.7,MGO,WA,2.43,2.7,ML,2.43,REV_ML,REV_ML,,,2.81,2.81,ML2MW,Great Victoria Desert; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
8999,4770.0,ga1984zqegmb,1984-12-28 21:48:51,725004.9089,local,1.0,125.81,-19.27,10.0,MGO,,,,,,,3.5,AUST,WA,2.86,3.5,ML,2.86,REV_ML,REV_ML,,,3.11,3.11,ML2MW,S of Christmas Creek; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9000,4771.0,ga1984zqekcx,1984-12-28 21:53:05,725004.9119,local,1.0,114.59,-23.78,10.0,MGO,,,,,,,3.2,MGO,WA,3.09,3.2,ML,3.09,REV_ML,REV_ML,,,3.28,3.28,ML2MW,Minilya; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9001,4772.0,,1984-12-30 04:13:43,725006.1762,local,1.0,138.218,-30.994,14.7,ADE,,,,,,,2.8,ADE,SA,,2.8,ML,2.8,ML,ADE,,,3.07,3.07,ML2MW,SA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9002,4773.0,ga1985acohxw,1985-01-02 09:20:33,725009.3893,local,1.0,150.764,-30.039,0.0,GSQ,,,,,,,2.5,GSQ,SEA,2.54,2.5,ML,2.54,REV_ML,REV_ML,,,2.88,2.88,ML2MW,Inverell; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9003,4774.0,ga1985ajqted,1985-01-06 06:05:16,725013.2537,local,0.0,132.0,-26.2,1.0,BMR,,,,,,,3.0,BMR,WA,2.54,3.0,ML,2.54,REV_ML,REV_ML,,,2.88,2.88,ML2MW,Ernabella; SA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9004,4775.0,ga1985anqwof,1985-01-08 10:27:06,725015.4355,local,0.0,120.97,-16.236,33.0,ISC,,,,,4.5,ISC,,,WA,,4.5,mb,4.5,mb,ISC,,4.23,,4.23,mb2MW,NE of Rowley Shoals; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9005,4776.0,ga1985argrjc,1985-01-10 09:37:15,725017.4009,local,1.0,147.14,-34.08,,CAN,,,,,,,2.5,CAN,SEA,2.49,2.5,ML,2.49,REV_ML,REV_ML,,,2.85,2.85,ML2MW,West Wyalong; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9006,4777.0,ga1985artjqw,1985-01-10 16:00:33,725017.6671,local,1.0,155.828,-25.513,9.98,BRS,,,,,,,2.5,BRS,Other,,2.5,ML,2.5,ML,BRS,,,2.86,2.86,ML2MW,Off Fraser Island; Qld,,,,,,,,,,,,,,,,,,NSHA18,,,,
9007,4778.0,ga1985askhpg,1985-01-11 00:31:05,725018.0216,local,1.0,148.57,-34.3,15.0,CAN,,,,,,,2.6,CAN,SEA,2.6,2.6,ML,2.6,REV_ML,REV_ML,,,2.92,2.92,ML2MW,NE of Young; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9008,4779.0,ga1985azjdph,1985-01-14 19:27:36,725021.8108,local,1.0,114.73,-22.18,10.0,MGO,,,,,,,2.5,MGO,WA,2.44,2.5,ML,2.44,REV_ML,REV_ML,,,2.81,2.81,ML2MW,ESE of Exmouth; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9009,4780.0,ga1985biezem,1985-01-19 15:02:04,725026.6264,local,1.0,145.957,-38.815,12.82,MEL,,,,,,,3.2,MEL,SEA,3.2,3.2,ML,3.2,REV_ML,REV_ML,,,3.36,3.36,ML2MW,Cape Liptrap; Vic,,,,,,,,,,,,,,,,,,NSHA18,,,,
9010,4781.0,ga1985bwayym,1985-01-27 04:03:46,725034.1693,local,2.0,152.292,-24.507,8.3,GSQ,,,,,,,3.1,GSQ,SEA,3.05,3.1,ML,3.05,REV_ML,REV_ML,,,3.25,3.25,ML2MW,Bundaberg; Qld,,,,,,,,,,,,,,,,,,NSHA18,,,,
9011,4782.0,ga1985ccvfit,1985-01-30 20:41:29,725037.8621,local,1.0,140.94,-26.583,0.0,BMR,,,,,,,3.1,BMR,SEA,2.56,3.1,ML,2.56,REV_ML,REV_ML,,,2.89,2.89,ML2MW,Cordillo Downs HS; SA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9012,4783.0,ga1985clijrs,1985-02-04 11:54:34,725042.4962,local,1.0,150.72,-24.718,10.1,GSQ,,,,,,,2.5,GSQ,SEA,2.45,2.5,ML,2.45,REV_ML,REV_ML,,,2.82,2.82,ML2MW,Biloela; Qld,,,,,,,,,,,,,,,,,,NSHA18,,,,
9013,4784.0,,1985-02-04 20:51:59,725042.8694,local,1.0,148.416,-35.883,12.0,CAN,,,,,,,2.9,CAN,SEA,2.88,2.9,ML,2.88,REV_ML,REV_ML,,,3.12,3.12,ML2MW,Kiandra; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9014,4785.0,ga1985cskhmv,1985-02-08 08:23:41,725046.3498,local,1.0,153.623,-25.119,16.6,GSQ,,,,,4.9,AUST,3.8,AUST,SEA,3.7,3.8,ML,3.7,REV_ML,REV_ML,,4.71,3.74,3.74,ML2MW,Off Fraser Island; Qld,,,,,,,,,,,,,,,,,,NSHA18,,,,
9015,4786.0,ga1985cuxhza,1985-02-09 17:05:26,725047.7121,local,0.0,117.16,-30.73,10.0,MGO,,,,,,,3.0,MGO,WA,2.89,3.0,ML,2.89,REV_ML,REV_ML,,,3.13,3.13,ML2MW,Cadoux; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9016,4787.0,ga1985cwqvrt,1985-02-10 15:59:06,725048.666,local,1.0,129.91,-25.31,0.0,BMR,,,,,,,3.7,AUST,WA,3.17,3.7,ML,3.17,REV_ML,REV_ML,,,3.34,3.34,ML2MW,W of Mt Olga; NT,,,,,,,,,,,,,,,,,,NSHA18,,,,
9017,4788.0,ga1985dboeqw,1985-02-13 08:01:22,725051.3343,local,2.0,150.204,-33.448,14.58,MEL,,,,,,,4.3,AUST,SEA,4.28,4.3,ML,4.28,REV_ML,REV_ML,,,4.21,4.21,ML2MW,Lithgow; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9018,4789.0,,1985-02-13 08:15:02,725051.3438,local,0.0,150.15,-33.48,18.0,CAN,,,,,,,2.9,CAN,SEA,2.87,2.9,ML,2.87,REV_ML,REV_ML,,,3.12,3.12,ML2MW,Lithgow; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9019,4790.0,ga1985dbwcbl,1985-02-13 11:59:44,725051.4998,local,0.0,150.14,-33.38,12.0,CAN,,,,,,,3.2,CAN,SEA,3.18,3.2,ML,3.18,REV_ML,REV_ML,,,3.34,3.34,ML2MW,Lithgow; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9020,4791.0,ga1985dcorzf,1985-02-13 21:21:18,725051.8898,local,1.0,130.68,-20.17,0.0,BMR,,,,,,,3.8,AUST,WA,3.25,3.8,ML,3.25,REV_ML,REV_ML,,,3.4,3.4,ML2MW,NE of The Granites; NT,,,,,,,,,,,,,,,,,,NSHA18,,,,
9021,4792.0,,1985-02-16 22:50:26,725054.9517,local,0.0,150.1,-33.38,11.0,CAN,,,,,,,2.6,CAN,SEA,2.58,2.6,ML,2.58,REV_ML,REV_ML,,,2.91,2.91,ML2MW,Lithgow; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9022,4793.0,,1985-02-21 09:17:01,725059.3868,local,1.0,149.16,-34.8,,CAN,,,,,,,2.6,CAN,SEA,2.58,2.6,ML,2.58,REV_ML,REV_ML,,,2.91,2.91,ML2MW,Gunning; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9023,4794.0,,1985-02-25 14:43:24,725063.6135,local,1.0,149.17,-34.78,0.0,CAN,,,,,,,2.6,CAN,SEA,2.57,2.6,ML,2.57,REV_ML,REV_ML,,,2.9,2.9,ML2MW,Gunning; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9024,4795.0,,1985-02-25 16:01:34,725063.6678,local,1.0,149.22,-34.75,12.0,CAN,,,,,,,2.5,CAN,SEA,2.47,2.5,ML,2.47,REV_ML,REV_ML,,,2.84,2.84,ML2MW,Dalton; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9025,4796.0,ga1985dyobbv,1985-02-25 20:40:09,725063.8612,local,1.0,117.42,-18.87,37.0,MGO,,,,,,,3.2,MGO,WA,2.7,3.2,ML,2.7,REV_ML,REV_ML,,,3.0,3.0,ML2MW,Off Port Hedland; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9026,4797.0,,1985-02-27 01:49:07,725065.0758,local,1.0,134.516,-33.394,0.0,ADE,,,,,,,2.7,ADE,WA,,2.7,ML,2.7,ML,ADE,,,3.0,3.0,ML2MW,Off Venus Bay; SA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9027,4798.0,ga1985edejyw,1985-02-28 09:11:07,725066.3827,local,0.0,117.16,-30.7,10.0,MGO,,,,,,,2.5,MGO,WA,2.4,2.5,ML,2.4,REV_ML,REV_ML,,,2.79,2.79,ML2MW,Cadoux; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9028,4799.0,ga1985eiagen,1985-03-03 00:28:25,725069.0197,local,1.0,117.73,-33.4,6.0,MGO,,,,,,,2.5,MGO,WA,2.51,2.5,ML,2.51,REV_ML,REV_ML,,,2.86,2.86,ML2MW,Dumbleyung; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9029,4800.0,ga1985eivias,1985-03-03 11:04:11,725069.4612,local,1.0,126.59,-18.27,10.0,MGO,,,,,,,3.5,AUST,WA,3.01,3.5,ML,3.01,REV_ML,REV_ML,,,3.22,3.22,ML2MW,NW of Margaret River HS; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9030,4801.0,,1985-03-06 04:21:35,725072.1817,local,1.0,149.22,-34.76,17.0,CAN,,,,,,,2.9,CAN,SEA,2.87,2.9,ML,2.87,REV_ML,REV_ML,,,3.12,3.12,ML2MW,Dalton; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9031,4802.0,ga1985etxzsz,1985-03-09 12:14:18,725075.5099,local,1.0,149.17,-34.78,8.0,CAN,,,,,,,3.1,CAN,SEA,3.07,3.1,ML,3.07,REV_ML,REV_ML,,,3.26,3.26,ML2MW,Gunning; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9032,4803.0,,1985-03-10 13:11:26,725076.5496,local,1.0,149.21,-34.77,15.0,CAN,,,,,,,2.8,CAN,SEA,2.78,2.8,ML,2.78,REV_ML,REV_ML,,,3.05,3.05,ML2MW,Gunning; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9033,4804.0,ga1985faibzl,1985-03-12 23:45:29,725078.9899,local,0.0,117.16,-30.69,10.0,MGO,,,,,,,2.5,MGO,WA,2.41,2.5,ML,2.41,REV_ML,REV_ML,,,2.79,2.79,ML2MW,Cadoux; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9034,4805.0,ga1985fauyea,1985-03-13 06:13:17,725079.2592,local,1.0,121.54,-36.61,19.0,MGO,,,,,,,3.7,AUST,WA,2.96,3.7,ML,2.96,REV_ML,REV_ML,,,3.19,3.19,ML2MW,S of Esperance; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9035,4806.0,ga1985fcabjp,1985-03-13 21:52:23,725079.9114,local,1.0,121.678,-15.427,33.0,ISC,,,,,,,5.3,ISC,WA,4.51,5.3,ML,4.51,REV_ML,REV_ML,,,4.41,4.41,ML2MW,SW of Scott Reef; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9036,4807.0,ga1985fhznvu,1985-03-17 04:03:30,725083.1691,local,1.0,110.85,-31.69,37.0,MGO,,,,,,,3.5,MGO,WA,2.77,3.5,ML,2.77,REV_ML,REV_ML,,,3.05,3.05,ML2MW,470 km W of Perth; WA; Indian Ocean,,,,,,,,,,,,,,,,,,NSHA18,,,,
9037,4808.0,ga1985fnvqxt,1985-03-20 08:33:14,725086.3564,local,1.0,111.58,-26.95,10.0,MGO,,,,,,,3.2,MGO,WA,2.36,3.2,ML,2.36,REV_ML,REV_ML,,,2.76,2.76,ML2MW,Off Steep Point; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9038,4809.0,ga1985fogbxh,1985-03-20 13:47:42,725086.5748,local,0.0,117.06,-30.81,10.0,MGO,,,,,,,3.0,MGO,WA,2.95,3.0,ML,2.95,REV_ML,REV_ML,,,3.17,3.17,ML2MW,8 km SW of Cadoux; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9039,4810.0,ga1985fqwwwj,1985-03-22 00:23:44,725088.0165,local,1.0,125.57,-22.84,10.0,MGO,,,,,,,4.0,AUST,WA,3.44,4.0,ML,3.44,REV_ML,REV_ML,,,3.54,3.54,ML2MW,120 km S of Tobin Lake; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9040,4811.0,ga1985fuubok,1985-03-24 03:16:34,725090.1365,local,2.0,149.19,-34.77,14.0,CAN,,,,,,,3.0,CAN,SEA,2.98,3.0,ML,2.98,REV_ML,REV_ML,,,3.19,3.19,ML2MW,Gunning; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9041,4812.0,,1985-03-24 18:54:42,725090.788,local,0.0,149.2,-34.77,16.0,CAN,,,,,,,2.8,CAN,SEA,2.78,2.8,ML,2.78,REV_ML,REV_ML,,,3.05,3.05,ML2MW,Gunning; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9042,4813.0,,1985-03-25 08:36:02,725091.3584,local,1.0,148.3,-35.71,20.0,CAN,,,,,,,2.5,CAN,SEA,2.47,2.5,ML,2.47,REV_ML,REV_ML,,,2.83,2.83,ML2MW,Talbingo; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9043,4814.0,,1985-03-25 23:27:21,725091.9773,local,1.0,145.15,-41.15,,TAU,,,,,,,2.6,TAU,SEA,2.57,2.6,ML,2.57,REV_ML,REV_ML,,,2.9,2.9,ML2MW,S of Smithton; Tas,,,,,,,,,,,,,,,,,,NSHA18,,,,
9044,4815.0,ga1985gdpnyq,1985-03-28 22:40:22,725094.9447,local,1.0,112.96,-24.15,37.0,MGO,,,,,,,3.1,MGO,WA,2.71,3.1,ML,2.71,REV_ML,REV_ML,,,3.0,3.0,ML2MW,Off Cape Cuvier; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9045,4816.0,ga1985gjoyeo,1985-04-01 04:48:55,725098.2006,local,1.0,113.96,-24.5,10.0,MGO,,,,,,,3.0,MGO,WA,2.7,3.0,ML,2.7,REV_ML,REV_ML,,,2.99,2.99,ML2MW,NE of Carnarvon; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9046,4817.0,ga1985gkvbpq,1985-04-01 20:58:24,725098.8739,local,1.0,126.45,-22.1,10.0,MGO,,,,,,,3.0,MGO,WA,2.37,3.0,ML,2.37,REV_ML,REV_ML,,,2.77,2.77,ML2MW,ESE of Tobin Lake; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9047,4818.0,ga1985gnameo,1985-04-03 01:50:27,725100.0767,local,1.0,132.455,-23.016,9.0,ISC,,,,,4.8,ISC,4.8,AUST,WA,4.72,4.8,ML,4.72,REV_ML,REV_ML,,4.59,4.59,4.59,ML2MW,N of Haast Bluff; NT,,,,,,,,,,,,,,,,,,NSHA18,,,,
9048,4819.0,ga1985grescq,1985-04-05 08:15:57,725102.3444,local,2.0,149.18,-34.77,14.0,CAN,,,,,,,3.2,CAN,SEA,3.18,3.2,ML,3.18,REV_ML,REV_ML,,,3.34,3.34,ML2MW,Gunning; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9049,4820.0,,1985-04-05 13:28:59,725102.5618,local,0.0,149.22,-34.79,10.0,CAN,,,,,,,2.5,CAN,SEA,2.46,2.5,ML,2.46,REV_ML,REV_ML,,,2.83,2.83,ML2MW,Gunning; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9050,4821.0,,1985-04-07 10:15:15,725104.4273,local,2.0,149.16,-34.23,12.0,CAN,,,,,,,2.8,CAN,SEA,2.79,2.8,ML,2.79,REV_ML,REV_ML,,,3.06,3.06,ML2MW,Blanket Flat; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9051,4822.0,ga1985gylrth,1985-04-09 07:18:04,725106.3042,local,1.0,120.52,-20.49,10.0,MGO,,,,,,,3.0,MGO,WA,3.02,3.0,ML,3.02,REV_ML,REV_ML,,,3.23,3.23,ML2MW,Shay Gap; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9052,4823.0,ga1985gyuuqt,1985-04-09 11:52:59,725106.4951,local,1.0,119.86,-21.57,10.0,MGO,,,,,,,3.0,MGO,WA,2.39,3.0,ML,2.39,REV_ML,REV_ML,,,2.78,2.78,ML2MW,Marble Bar; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9053,4824.0,ga1985hczenw,1985-04-11 18:23:04,725108.766,local,1.0,139.497,-34.741,15.69,ADE,,,,,,,2.9,ADE,SA,,2.9,ML,2.9,ML,ADE,,,3.14,3.14,ML2MW,NE of Mannum; SA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9054,4825.0,ga1985hdqxxk,1985-04-12 03:18:27,725109.1378,local,1.0,130.14,-14.75,10.0,AUST,,,,,,,4.0,AUST,WA,3.96,4.0,ML,3.96,REV_ML,REV_ML,,,3.95,3.95,ML2MW,Northern Territory,,,,,,,,,,,,,,,,,,NSHA18,,,,
9055,4826.0,,1985-04-16 22:15:05,725113.9271,local,1.0,138.112,-31.37,8.34,ADE,,,,,,,2.6,ADE,SA,,2.6,ML,2.6,ML,ADE,,,2.93,2.93,ML2MW,Motpena HS; SA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9056,4827.0,ga1985hvbpxe*,1985-04-21 14:56:59,725118.6229,local,1.0,121.897,-19.965,10.0,ISC,,,,,,,3.8,AUST,WA,3.56,3.8,ML,3.56,REV_ML,REV_ML,,,3.63,3.63,ML2MW,Eighty Mile Beach; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9057,4828.0,ga1985hznmcy,1985-04-24 01:12:43,725121.0505,local,1.0,148.35,-34.38,14.0,CAN,,,,,,,3.0,CAN,SEA,2.99,3.0,ML,2.99,REV_ML,REV_ML,,,3.2,3.2,ML2MW,Young; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9058,4829.0,ga1985iaqejm,1985-04-24 15:38:43,725121.6519,local,1.0,114.06,-21.73,10.0,MGO,,,,,,,3.4,AUST,WA,3.32,3.4,ML,3.32,REV_ML,REV_ML,,,3.45,3.45,ML2MW,North West Cape; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9059,4830.0,,1985-04-24 19:25:48,725121.8096,local,1.0,148.43,-34.41,18.0,CAN,,,,,,,2.5,CAN,SEA,2.48,2.5,ML,2.48,REV_ML,REV_ML,,,2.84,2.84,ML2MW,Young; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9060,4831.0,ga1985ibeypu,1985-04-24 23:04:37,725121.9615,local,1.0,116.69,-31.99,10.0,MGO,,,,,,,2.5,MGO,WA,2.49,2.5,ML,2.49,REV_ML,REV_ML,,,2.85,2.85,ML2MW,14 km SW of York; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9061,4832.0,,1985-04-26 08:41:27,725123.3621,local,1.0,147.38,-33.97,16.0,CAN,,,,,,,2.8,CAN,SEA,2.8,2.8,ML,2.8,REV_ML,REV_ML,,,3.07,3.07,ML2MW,West Wyalong; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9062,4833.0,,1985-04-27 04:15:26,725124.1774,local,1.0,148.91,-34.29,12.0,CAN,,,,,,,2.8,CAN,SEA,2.8,2.8,ML,2.8,REV_ML,REV_ML,,,3.07,3.07,ML2MW,Frogmore; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9063,4834.0,ga1985ihzned,1985-04-28 15:51:48,725125.661,local,1.0,113.77,-22.05,10.0,MGO,,,,,,,2.5,MGO,WA,2.36,2.5,ML,2.36,REV_ML,REV_ML,,,2.76,2.76,ML2MW,North West Cape; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9064,4835.0,ga1985iuxnvq,1985-05-05 16:50:25,725132.7017,local,1.0,116.63,-25.96,10.0,MGO,,,,,,,4.0,AUST,WA,3.92,4.0,ML,3.92,REV_ML,REV_ML,,,3.92,3.92,ML2MW,Meeberrie; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9065,4836.0,,1985-05-06 06:02:23,725133.2517,local,1.0,150.24,-34.55,25.0,CAN,,,,,,,2.6,CAN,SEA,2.59,2.6,ML,2.59,REV_ML,REV_ML,,,2.92,2.92,ML2MW,SSW of Berrima; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9066,4837.0,,1985-05-06 15:05:59,725133.6292,local,1.0,151.21,-34.81,16.0,CAN,,,,,,,2.5,CAN,SEA,2.47,2.5,ML,2.47,REV_ML,REV_ML,,,2.83,2.83,ML2MW,Off Kiama; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9067,4838.0,,1985-05-06 16:21:35,725133.6817,local,1.0,122.416,-12.312,33.0,ISC,,,,,4.3,ISC,,,Other,,4.3,mb,4.3,mb,ISC,,4.14,,4.14,mb2MW,Ashmore Reef; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9068,4839.0,ga1985iybobq,1985-05-07 10:04:48,725134.42,local,1.0,118.88,-18.95,10.0,MGO,,,,,,,4.2,AUST,WA,3.89,4.2,ML,3.89,REV_ML,REV_ML,,,3.89,3.89,ML2MW,Off Port Hedland; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9069,4840.0,,1985-05-07 13:10:54,725134.5492,local,1.0,148.33,-35.75,15.0,CAN,,,,,,,2.6,CAN,SEA,2.57,2.6,ML,2.57,REV_ML,REV_ML,,,2.91,2.91,ML2MW,Talbingo; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9070,4841.0,ga1985iypgce,1985-05-07 16:57:57,725134.7069,local,0.0,121.39,-16.24,37.0,MGO,,,,,,,3.8,AUST,WA,3.07,3.8,ML,3.07,REV_ML,REV_ML,,,3.26,3.26,ML2MW,NW of Broome; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9071,4842.0,ga1985jcvnsl,1985-05-10 00:25:44,725137.0179,local,0.0,150.13,-33.63,0.0,BMR,,,,,,,3.0,BMR,SEA,2.98,3.0,ML,2.98,REV_ML,REV_ML,,,3.2,3.2,ML2MW,Lithgow; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9072,4843.0,,1985-05-10 18:02:13,725137.7515,local,2.0,148.63,-36.38,18.0,CAN,,,,,,,2.8,CAN,SEA,2.79,2.8,ML,2.79,REV_ML,REV_ML,,,3.06,3.06,ML2MW,Jindabyne; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9073,4844.0,,1985-05-12 00:55:00,725139.0382,local,1.0,149.24,-34.86,16.0,CAN,,,,,,,2.8,CAN,SEA,2.79,2.8,ML,2.79,REV_ML,REV_ML,,,3.06,3.06,ML2MW,Gunning; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9074,4845.0,,1985-05-20 01:28:29,725147.0614,local,1.0,150.59,-36.76,0.0,CAN,,,,,,,3.2,CAN,SEA,3.15,3.2,ML,3.15,REV_ML,REV_ML,,,3.32,3.32,ML2MW,Off Bega; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9075,4846.0,ga1985jwxqqn,1985-05-20 22:58:59,725147.9576,local,1.0,120.86,-18.41,10.0,MGO,,,,,,,3.8,AUST,WA,3.43,3.8,ML,3.43,REV_ML,REV_ML,,,3.53,3.53,ML2MW,150 km SW of Broome; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9076,4847.0,,1985-05-23 11:14:02,725150.4681,local,2.0,144.587,-36.937,6.8,MEL,,,,,,,2.7,MEL,SEA,2.67,2.7,ML,2.67,REV_ML,REV_ML,,,2.98,2.98,ML2MW,Mia Mia; Vic,,,,,,,,,,,,,,,,,,NSHA18,,,,
9077,4848.0,ga1985kgoelj,1985-05-26 04:58:02,725153.207,local,1.0,149.35,-34.94,9.0,CAN,,,,,,,3.0,CAN,SEA,2.98,3.0,ML,2.98,REV_ML,REV_ML,,,3.19,3.19,ML2MW,Collector; NSW,,,,,,,,,,,,,,,,,,NSHA18,,,,
9078,4849.0,ga1985khdpgy,1985-05-26 12:43:11,725153.53,local,1.0,118.58,-20.35,10.0,MGO,,,,,,,3.0,MGO,WA,2.97,3.0,ML,2.97,REV_ML,REV_ML,,,3.19,3.19,ML2MW,Port Hedland; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
9079,4850.0,ga1985kkdsja,1985-05-28 04:00:12,725155.1668,local,2.0,139.372,-31.792,6.83,ADE,,,,,,,3.6,ADE,SA,,3.6,ML,3.6,ML,ADE,,,3.66,3.66,ML2MW,SW of Curnamona; SA,,,,,,,,,,,,,,,,,,NSHA18,,,,
